path,actor,emotion,split
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-02-04.wav,4,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-01-04.wav,4,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-02-04.wav,4,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-01-05.wav,5,neutral,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-02-05.wav,5,neutral,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-01-05.wav,5,neutral,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-02-05.wav,5,neutral,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-01-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-02-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-01-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-02-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-01-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-02-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-01-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-02-05.wav,5,happy,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-01-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-02-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-01-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-02-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-01-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-02-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-01-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-02-05.wav,5,sad,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-02-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-01-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-02-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-01-01-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-01-02-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-02-01-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-02-02-05.wav,5,angry,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-01-01-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-01-02-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-02-01-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-02-02-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-01-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-02-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-02-01-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-02-02-05.wav,5,fearful,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-01-01-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-01-02-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-02-01-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-02-02-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-01-01-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-01-02-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-02-01-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-02-02-05.wav,5,disgust,val
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-01-06.wav,6,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-02-06.wav,6,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-01-06.wav,6,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,6,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-01-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-02-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-01-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-02-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-01-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-02-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-02-06.wav,6,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-01-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,6,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,6,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,6,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,6,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,7,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,7,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,7,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,7,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,7,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,7,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-02-07.wav,7,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-01-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-02-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-02-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-01-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-02-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-01-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-02-07.wav,7,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-01-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-02-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-01-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-02-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-01-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-02-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-01-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-02-07.wav,7,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-01-08.wav,8,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-02-08.wav,8,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-01-08.wav,8,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-02-08.wav,8,neutral,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-01-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-02-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-02-01-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-02-02-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-01-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-02-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-02-01-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-02-02-08.wav,8,happy,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-01-01-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-01-02-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-02-01-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-02-02-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-01-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-02-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-01-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-02-08.wav,8,sad,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-01-01-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-01-02-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-01-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-02-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-01-01-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-01-02-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-02-01-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-02-02-08.wav,8,angry,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-01-01-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-01-02-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-02-01-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-02-02-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-01-01-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-01-02-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-02-01-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-02-02-08.wav,8,fearful,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-01-01-08.wav,8,disgust,train
C:\Users\maaaa\Desktop\Project_fasih_fiverr\emotion_try\Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-01-02-08.wav,8,disgust,train
